Age,Education Level,Years of Experience,Role,Department,Location,Salary
37,High School,10,QA Engineer,Operations,Austin,66272.86
46,Associate,21,QA Engineer,Operations,Chicago,105344.65
32,Master,2,System Administrator,Operations,Seattle,83219.28
55,Master,12,Manager,IT,Los Angeles,163560.37
41,Associate,2,Manager,Finance,San Francisco,88203.05
39,Bachelor,3,Manager,Finance,Los Angeles,97747.58
33,Master,0,Data Scientist,Finance,Austin,80861.67
43,Bachelor,20,Business Analyst,Customer Support,Boston,131558.63
25,High School,1,Consultant,Product,San Francisco,75428.38
32,High School,7,Software Engineer,Product,Austin,67552.31
53,High School,30,Consultant,HR,Austin,136765.04
39,Bachelor,17,Software Engineer,Customer Support,New York,136246.92
26,Associate,1,Data Scientist,Customer Support,Boston,71788.58
51,Bachelor,8,Data Analyst,IT,Chicago,85463.83
51,High School,27,Data Analyst,HR,Boston,141516.0
53,PhD,0,Product Manager,Operations,New York,142350.08
41,Master,10,System Administrator,Product,Los Angeles,118743.9
55,Associate,30,QA Engineer,Finance,San Francisco,172098.43
28,Associate,5,Manager,HR,Los Angeles,86810.59
57,High School,1,Manager,Customer Support,Chicago,71571.27
29,High School,7,Business Analyst,Operations,San Francisco,76876.38
33,Associate,8,Manager,Product,Los Angeles,110481.26
42,PhD,14,System Administrator,Product,San Francisco,156995.66
39,PhD,9,Data Scientist,IT,Seattle,156386.22
40,High School,8,Consultant,Product,Austin,67372.44
58,PhD,14,Data Scientist,Finance,New York,195588.5
22,Bachelor,0,Data Analyst,Product,Austin,50800.8
39,PhD,14,Product Manager,Customer Support,Austin,152730.84
57,PhD,34,System Administrator,Product,Austin,170274.35
52,PhD,13,Data Analyst,Customer Support,Boston,153816.1
56,PhD,25,Business Analyst,Operations,San Francisco,214753.57
37,PhD,4,QA Engineer,Marketing,San Francisco,128772.83
44,Associate,5,Product Manager,Marketing,Chicago,90608.55
24,Master,2,Software Engineer,IT,Los Angeles,102894.32
46,PhD,24,QA Engineer,Product,Austin,143562.11
34,Associate,1,Product Manager,IT,New York,71656.0
46,PhD,22,Business Analyst,Operations,Chicago,174642.25
55,High School,10,Software Engineer,Marketing,Seattle,95523.04
22,PhD,0,Data Scientist,Operations,Los Angeles,129699.62
24,Bachelor,2,Data Scientist,Operations,Boston,76174.17
51,Associate,5,Business Analyst,Customer Support,Los Angeles,90568.35
32,High School,4,Data Scientist,Finance,Austin,66879.19
47,Master,0,Consultant,Operations,Austin,82161.98
42,High School,4,Software Engineer,HR,New York,84417.83
53,Master,17,QA Engineer,HR,Los Angeles,132238.92
53,Associate,14,Consultant,IT,Chicago,103440.4
26,Master,0,Manager,Marketing,San Francisco,111552.81
34,Bachelor,3,Data Analyst,IT,New York,81381.56
25,PhD,3,Data Scientist,IT,Los Angeles,147632.75
52,Master,2,Consultant,Customer Support,Chicago,90197.68
37,High School,15,Data Scientist,IT,Los Angeles,110958.32
49,PhD,0,Consultant,Finance,Boston,115405.26
35,Bachelor,0,Business Analyst,HR,San Francisco,74323.79
55,Associate,31,Business Analyst,Marketing,Los Angeles,172670.93
35,Bachelor,3,Consultant,Finance,New York,77237.25
40,High School,5,Business Analyst,IT,San Francisco,80172.81
32,High School,5,Business Analyst,Product,Seattle,71166.11
45,High School,22,Manager,Operations,Seattle,148539.0
57,PhD,8,QA Engineer,Finance,Chicago,120260.3
59,High School,3,QA Engineer,Marketing,Seattle,67957.45
60,PhD,12,Consultant,Marketing,Austin,132680.65
44,High School,14,Business Analyst,Customer Support,Chicago,84475.01
60,Master,3,Data Analyst,Marketing,San Francisco,113191.91
49,Bachelor,19,Data Scientist,HR,Los Angeles,161465.87
28,Bachelor,2,System Administrator,Customer Support,Los Angeles,70510.12
41,Bachelor,6,Data Analyst,Operations,Austin,77551.31
49,Bachelor,3,Data Scientist,Operations,Seattle,99587.89
36,Bachelor,1,Business Analyst,Customer Support,Chicago,74790.63
54,Master,19,Business Analyst,Operations,Boston,147697.09
37,Master,10,Manager,Customer Support,Seattle,131141.65
24,Bachelor,0,Data Scientist,Marketing,Chicago,69885.8
46,High School,20,Business Analyst,Finance,Austin,97480.83
45,Associate,3,Data Analyst,Finance,Seattle,76305.59
29,High School,0,Product Manager,HR,Chicago,63681.54
52,PhD,23,Manager,Marketing,Los Angeles,232513.53
50,PhD,28,Software Engineer,Finance,Austin,185117.62
41,Master,11,Product Manager,Product,Los Angeles,151248.66
31,Associate,8,Consultant,Operations,Austin,68535.3
32,Associate,2,Consultant,Product,Boston,69149.56
29,Associate,7,System Administrator,HR,New York,81158.39
52,High School,7,System Administrator,Product,Seattle,75202.94
41,High School,1,Data Analyst,IT,Seattle,55572.15
55,Master,2,Manager,HR,San Francisco,134763.71
39,Associate,13,Manager,IT,Los Angeles,121986.13
59,Bachelor,22,System Administrator,Customer Support,Los Angeles,146614.12
33,PhD,10,Manager,Operations,Seattle,164065.28
60,Bachelor,12,QA Engineer,Customer Support,Chicago,96931.13
29,Bachelor,2,Data Scientist,Product,Austin,66455.41
40,PhD,8,Software Engineer,Finance,Seattle,142371.36
43,PhD,15,Manager,Customer Support,Chicago,171872.81
42,Associate,7,Data Analyst,Marketing,Los Angeles,82482.4
35,PhD,13,QA Engineer,Operations,New York,144100.7
35,Associate,3,Data Analyst,Finance,Boston,69577.9
46,Associate,11,System Administrator,Marketing,Austin,69776.86
54,Master,13,Data Scientist,Product,Austin,116343.99
53,Associate,20,Data Analyst,Operations,New York,129712.26
33,Bachelor,3,System Administrator,Operations,Seattle,79238.43
57,Bachelor,27,System Administrator,Finance,Los Angeles,153506.99
41,High School,8,Manager,HR,Austin,81098.35
25,Bachelor,0,Business Analyst,Operations,New York,70491.46
24,Master,2,Data Scientist,HR,New York,114667.19
60,Bachelor,30,Business Analyst,Finance,Los Angeles,179632.68
25,Associate,3,Product Manager,Operations,Chicago,88780.79
27,High School,5,QA Engineer,Customer Support,Austin,57719.02
36,Associate,11,System Administrator,Customer Support,Austin,76216.61
42,Associate,1,Consultant,HR,Boston,71806.57
40,High School,0,Data Analyst,Customer Support,Los Angeles,59201.71
27,Bachelor,2,Manager,Customer Support,Boston,90245.61
31,High School,0,Data Scientist,HR,Boston,68912.57
27,PhD,1,Data Analyst,HR,Chicago,96763.1
60,High School,10,Software Engineer,Operations,Los Angeles,106267.81
50,Master,12,Data Analyst,Marketing,Chicago,114150.29
42,PhD,2,Manager,HR,Chicago,130824.69
27,High School,0,Product Manager,Customer Support,Boston,63678.17
33,High School,2,System Administrator,IT,Los Angeles,58489.83
30,High School,8,Data Scientist,Marketing,San Francisco,94073.15
43,PhD,2,Software Engineer,Customer Support,Chicago,123513.99
37,Bachelor,5,Data Scientist,HR,Chicago,88420.75
38,Bachelor,3,Manager,Product,Austin,76659.16
55,Associate,6,Business Analyst,HR,San Francisco,94578.65
29,Associate,2,System Administrator,Product,Austin,43249.81
29,Bachelor,4,QA Engineer,Operations,New York,80451.95
26,High School,4,Consultant,Customer Support,Chicago,60328.91
53,Associate,3,Data Analyst,IT,San Francisco,83180.99
33,Bachelor,7,Consultant,Finance,Boston,80713.24
46,Associate,1,Product Manager,Product,Seattle,85152.57
33,Associate,6,Data Analyst,Operations,Seattle,67868.65
60,High School,2,Data Analyst,HR,San Francisco,81405.36
32,Master,3,Product Manager,IT,Austin,93827.21
39,PhD,5,Business Analyst,Marketing,New York,136549.56
48,Bachelor,16,Data Scientist,HR,Seattle,123431.21
34,Master,9,Business Analyst,Operations,Austin,93818.14
29,Associate,5,System Administrator,Finance,Chicago,56859.28
49,Master,15,Software Engineer,Customer Support,Los Angeles,150628.91
48,Bachelor,12,Data Analyst,Product,San Francisco,115785.09
60,PhD,12,Manager,Product,New York,198640.2
56,Master,4,Manager,Finance,Seattle,134195.01
53,High School,8,Business Analyst,IT,San Francisco,95864.64
40,Associate,10,Software Engineer,Product,Chicago,87349.7
52,PhD,10,Manager,Operations,San Francisco,191008.99
53,PhD,11,System Administrator,Marketing,Boston,134162.87
32,High School,9,Data Scientist,Finance,San Francisco,105192.78
59,Master,21,QA Engineer,IT,Chicago,136798.79
41,PhD,5,Data Scientist,Finance,Austin,116512.69
52,PhD,30,System Administrator,Marketing,Los Angeles,202274.61
38,High School,4,Business Analyst,Customer Support,Seattle,63012.12
57,PhD,6,Manager,Operations,Boston,156776.9
36,Master,0,System Administrator,Finance,San Francisco,82468.13
25,Associate,3,QA Engineer,Customer Support,Boston,69463.1
40,Master,18,Product Manager,Marketing,Los Angeles,183887.95
59,High School,15,Software Engineer,Product,Seattle,106456.65
30,High School,5,Data Scientist,IT,San Francisco,81802.53
54,PhD,29,Manager,Marketing,Boston,236213.85
43,Master,8,Consultant,Operations,Boston,106959.95
49,Bachelor,14,Data Scientist,Operations,Los Angeles,144349.25
25,PhD,3,Consultant,Finance,Boston,122618.42
27,High School,0,Software Engineer,Operations,Seattle,49027.99
29,Associate,2,Product Manager,Operations,Boston,82679.3
28,High School,4,QA Engineer,Marketing,Chicago,54711.69
55,High School,11,QA Engineer,HR,Seattle,85148.9
51,PhD,15,Data Scientist,Operations,New York,194679.05
22,PhD,0,Product Manager,HR,Los Angeles,132185.16
23,PhD,1,Consultant,Product,Seattle,110632.29
56,Bachelor,5,Consultant,Operations,Boston,84499.93
49,PhD,26,Consultant,Finance,Boston,207352.71
53,Master,9,Product Manager,Product,Los Angeles,160381.52
24,Master,0,Product Manager,Operations,Los Angeles,101520.51
51,Master,21,QA Engineer,IT,Seattle,152126.9
59,Master,6,System Administrator,Product,Seattle,98458.55
48,Associate,7,System Administrator,Customer Support,Austin,77060.88
57,High School,8,Business Analyst,HR,Los Angeles,95415.65
30,PhD,7,Product Manager,Customer Support,Los Angeles,165816.93
44,Bachelor,15,Data Analyst,Product,Chicago,95865.73
26,PhD,0,Data Analyst,Finance,San Francisco,118971.2
35,High School,9,Product Manager,Finance,Seattle,98954.16
30,Bachelor,5,QA Engineer,IT,New York,85013.77
40,Bachelor,12,Consultant,Finance,San Francisco,128330.96
55,High School,16,Business Analyst,Product,San Francisco,113759.84
26,Master,4,Consultant,Operations,Austin,80891.33
60,Bachelor,33,Data Analyst,IT,New York,178852.95
37,Bachelor,1,Product Manager,HR,Seattle,91326.86
59,PhD,24,Manager,Customer Support,San Francisco,252701.86
35,Master,7,QA Engineer,Marketing,San Francisco,114636.52
34,Bachelor,6,QA Engineer,Operations,New York,77128.92
28,PhD,6,Manager,Finance,Austin,121294.93
54,Bachelor,6,Product Manager,Marketing,Seattle,111576.72
41,PhD,15,Manager,HR,Los Angeles,197100.92
57,Associate,5,Software Engineer,Finance,Austin,75806.52
58,Bachelor,4,Data Analyst,Customer Support,Seattle,93137.39
42,Associate,8,Data Analyst,Customer Support,Boston,89600.83
54,High School,24,Product Manager,IT,New York,157565.57
24,Bachelor,2,Product Manager,Marketing,Seattle,87228.87
60,Associate,15,QA Engineer,IT,Seattle,104490.98
54,Associate,23,Product Manager,Marketing,Austin,146514.41
47,Bachelor,18,Product Manager,Finance,Los Angeles,165318.02
55,Master,27,System Administrator,Customer Support,New York,171318.16
50,Bachelor,18,Business Analyst,IT,Austin,115225.98
37,High School,11,Product Manager,Finance,Boston,111005.17
51,Bachelor,14,Data Scientist,Product,San Francisco,144212.29
52,Bachelor,13,Data Analyst,Operations,Boston,116543.67
24,Associate,1,Product Manager,Product,Seattle,76037.43
28,PhD,2,Manager,Marketing,New York,139622.97
58,Master,0,Manager,Operations,Los Angeles,108579.81
50,Associate,15,Data Analyst,Product,Seattle,107671.47
28,Master,5,Data Analyst,Operations,Chicago,86495.62
27,Associate,0,System Administrator,IT,Boston,53289.54
39,PhD,1,Manager,IT,Austin,118367.9
52,Bachelor,27,Manager,Product,New York,193766.15
38,Associate,8,Product Manager,Operations,San Francisco,117868.63
30,Associate,0,Business Analyst,HR,Los Angeles,60695.07
23,Master,0,System Administrator,Marketing,Austin,66549.77
48,Bachelor,8,Data Analyst,Operations,Los Angeles,108020.28
30,High School,3,Consultant,HR,Seattle,69071.16
26,Bachelor,4,Data Scientist,Finance,Boston,94096.94
29,PhD,7,System Administrator,Finance,New York,127050.76
44,PhD,6,Data Scientist,Operations,San Francisco,172569.92
37,Master,11,System Administrator,Operations,Los Angeles,114184.78
34,High School,12,Product Manager,Customer Support,Chicago,87811.51
47,PhD,12,System Administrator,Customer Support,Seattle,141248.9
47,Bachelor,6,Business Analyst,IT,New York,96548.03
49,Associate,22,Data Scientist,Customer Support,San Francisco,170434.48
32,Master,7,Manager,Product,Boston,127508.42
56,Bachelor,19,Product Manager,HR,New York,165060.18
48,Bachelor,21,QA Engineer,Customer Support,San Francisco,145572.31
60,Master,36,QA Engineer,Product,Austin,154456.35
58,PhD,34,Data Scientist,Finance,San Francisco,287843.38
60,High School,15,Business Analyst,IT,Seattle,108888.98
26,Associate,4,System Administrator,IT,Seattle,62528.48
47,Bachelor,21,Data Analyst,Operations,New York,140757.19
60,Bachelor,4,Consultant,Customer Support,Seattle,95471.01
53,High School,26,Product Manager,Marketing,Austin,146734.51
36,Master,9,System Administrator,HR,Los Angeles,114428.04
45,High School,22,Manager,HR,Chicago,127172.13
41,Bachelor,18,Data Scientist,IT,Boston,141578.48
29,Associate,7,Consultant,Marketing,New York,79678.29
43,Associate,13,Manager,Product,Seattle,124591.37
26,Associate,3,Software Engineer,Finance,Seattle,67310.92
54,High School,7,Business Analyst,Marketing,Austin,74195.78
60,High School,11,Product Manager,Operations,Seattle,116475.29
30,Bachelor,6,QA Engineer,IT,Austin,66771.21
37,High School,9,System Administrator,HR,New York,80082.77
29,Bachelor,3,Data Analyst,Operations,Boston,70764.36
27,Master,0,System Administrator,HR,New York,81541.34
51,Master,18,Consultant,IT,Seattle,143966.51
36,Master,13,Software Engineer,Finance,Los Angeles,145685.45
42,High School,16,Business Analyst,Finance,Los Angeles,103968.73
48,Master,12,Data Scientist,Product,Seattle,146609.36
52,Master,8,Manager,Product,San Francisco,152568.01
37,Master,6,Product Manager,Operations,New York,132859.0
58,High School,33,Product Manager,HR,New York,199071.84
60,Associate,27,Data Scientist,Customer Support,Seattle,171946.18
27,Associate,1,Product Manager,Marketing,New York,83099.94
33,High School,9,Product Manager,Product,Boston,93312.92
31,High School,0,QA Engineer,Marketing,Seattle,54290.25
52,Associate,20,QA Engineer,Customer Support,Austin,101552.94
53,Master,15,Product Manager,IT,Seattle,168765.39
59,High School,5,Manager,HR,Boston,84642.14
58,Associate,2,Data Analyst,Operations,Boston,74741.89
31,PhD,0,QA Engineer,IT,New York,104328.39
51,Associate,16,Consultant,HR,Los Angeles,120962.49
41,Bachelor,4,Business Analyst,Customer Support,Los Angeles,94672.5
36,PhD,12,Software Engineer,HR,San Francisco,172994.39
60,Associate,35,Consultant,Finance,Boston,191187.67
42,Bachelor,15,Consultant,IT,Boston,115589.55
46,PhD,0,Manager,Product,Chicago,133624.13
31,Master,5,Data Scientist,IT,Chicago,103548.13
40,Master,15,Software Engineer,Finance,San Francisco,151404.35
60,PhD,37,Manager,Finance,New York,276607.69
60,Bachelor,19,Manager,Product,San Francisco,175901.26
51,High School,10,Software Engineer,Customer Support,Los Angeles,98076.75
31,Master,2,Manager,Finance,Seattle,107975.29
55,Master,8,Data Scientist,Customer Support,San Francisco,157057.39
35,PhD,5,QA Engineer,Operations,Austin,91000.98
51,High School,12,Manager,Product,Los Angeles,116852.34
30,PhD,8,Business Analyst,HR,San Francisco,149463.87
56,High School,12,Data Scientist,Operations,Austin,92222.41
27,High School,5,Business Analyst,IT,Boston,66417.89
30,Bachelor,4,Manager,Finance,Seattle,99278.47
33,PhD,5,Consultant,Operations,Chicago,113637.36
43,Associate,8,Product Manager,Finance,Boston,111904.23
47,Bachelor,13,Product Manager,HR,New York,147838.51
33,Bachelor,7,QA Engineer,Product,New York,87143.76
40,Associate,11,Consultant,Finance,Seattle,87776.16
49,Bachelor,9,Business Analyst,Product,San Francisco,110279.44
25,Associate,1,Business Analyst,Finance,Austin,54655.13
36,Associate,13,System Administrator,Product,Seattle,94496.95
23,Master,0,System Administrator,Marketing,San Francisco,84342.46
58,High School,17,Product Manager,Customer Support,Chicago,130517.84
59,Bachelor,17,QA Engineer,Product,Boston,114663.83
51,High School,2,QA Engineer,Customer Support,Boston,50727.59
60,Master,8,Product Manager,HR,New York,147853.73
34,High School,11,Business Analyst,HR,Seattle,88280.69
59,Bachelor,5,Data Scientist,Product,New York,108875.55
34,PhD,1,Data Scientist,Customer Support,Boston,128170.53
47,PhD,2,Product Manager,Operations,Boston,147316.11
51,High School,14,Consultant,HR,Seattle,102199.17
54,High School,2,Data Scientist,Operations,New York,74104.53
26,Bachelor,3,Data Scientist,Product,Austin,71299.63
31,PhD,0,System Administrator,Marketing,Los Angeles,109276.71
37,High School,9,Product Manager,Marketing,Austin,81200.91
30,Master,1,Software Engineer,HR,Austin,79004.23
55,Bachelor,8,Product Manager,Finance,Los Angeles,129922.54
53,High School,25,Manager,Product,San Francisco,178699.07
45,PhD,4,Manager,Marketing,Seattle,136105.22
46,Bachelor,13,Software Engineer,Marketing,New York,129397.37
31,High School,3,Product Manager,Finance,Chicago,74315.2
54,Associate,4,Business Analyst,IT,Seattle,80177.36
26,Bachelor,1,Data Analyst,Product,Austin,48086.89
36,High School,4,Software Engineer,Marketing,Seattle,75451.84
32,Associate,1,System Administrator,Product,Chicago,54600.38
